gbifID,institutionCode,recordedBy,eventDate,year,month,day,Country_name,decimalLongitude,decimalLatitude,elevation,family,genus,species,acceptedScientificName,occurrenceRemarks,dynamicProperties,fieldNotes,image_url,reproductiveCondition,Year_interval,acceptedScientificName_splevel,n_records_GBIF,Nrecords_interval,OrigDB_vs_GBIF,FieldNotes,Binned_latitude,Binned_longitude
3762878819,ASU,,2013-07-04T00:00:00,2013.0,7.0,4.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762878302,ASU,,2008-07-12T00:00:00,2008.0,7.0,12.0,Peru,-69.48632,-12.96773,213.0,Moraceae,Ficus,Ficus americana,Ficus americana subsp. guianensis (Desv. ex Ham.) C.C. Berg,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP01/CSP01051_lg.jpg,,1970-2010,Ficus americana,430.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762877450,ASU,,2010-11-29T00:00:00,2010.0,11.0,29.0,Peru,-73.64638,-4.89874,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762876819,ASU,,2013-07-04T00:00:00,2013.0,7.0,4.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,"Tree, shade",,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,"Tree, shade; nan","(-20, 0]","(-80, -60]"
3762875518,ASU,,2010-02-09T00:00:00,2010.0,2.0,9.0,Peru,-75.5773,-10.18729,1040.0,Annonaceae,Annona,Annona mucosa,Annona mucosa Jacq.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP14/CSP14385.jpg,,1970-2010,Annona mucosa,617.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874672,ASU,,2010-11-15T00:00:00,2010.0,11.0,15.0,Ecuador,-78.56722,-0.12407,2385.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21275_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874527,ASU,,2009-10-02T00:00:00,2009.0,10.0,2.0,Peru,-71.54083,-13.04718,1618.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762873312,ASU,,2008-07-17T00:00:00,2008.0,7.0,17.0,Peru,-69.47162,-12.97667,220.0,Moraceae,Ficus,Ficus americana,Ficus americana subsp. guianensis (Desv. ex Ham.) C.C. Berg,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP01/CSP01263_lg.jpg,,1970-2010,Ficus americana,430.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762872542,ASU,,2010-01-07T00:00:00,2010.0,1.0,7.0,Costa Rica,-83.33737,8.40114,50.0,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis (Meisn.) Mez,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16115_lg.jpg,,1970-2010,Ocotea insularis,180.0,101-500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
1090606801,PUCRS,,1992-12-05T00:00:00,1992.0,12.0,5.0,Brazil,-53.491389,-30.5125,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,"Guaritas, rochas. Barragem e afluente do arroio João Dias, pantano, mato ciliar úmido (F:46)",,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,"Guaritas, rochas. Barragem e afluente do arroio João Dias, pantano, mato ciliar úmido (F:46); nan","(-40, -20]","(-60, -40]"
1090606794,PUCRS,,2002-12-08T00:00:00,2002.0,12.0,8.0,Brazil,-50.174444,-29.480833,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Margem do mato (F: 85),,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Margem do mato (F: 85); nan,"(-40, -20]","(-60, -40]"
1090606781,PUCRS,,1989-12-14T00:00:00,1989.0,12.0,14.0,Brazil,-56.451389,-30.387778,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Campanha (Pampa) e pastagens,,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Campanha (Pampa) e pastagens; nan,"(-40, -20]","(-60, -40]"
1090602600,PUCRS,,1999-02-20T00:00:00,1999.0,2.0,20.0,Brazil,-50.174444,-29.480833,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Cognição da Mata de Araucária do CPCN Pró-Mata,,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Cognição da Mata de Araucária do CPCN Pró-Mata; nan,"(-40, -20]","(-60, -40]"
3762881630,ASU,,2010-05-14T00:00:00,2010.0,5.0,14.0,Peru,-69.04777,-12.53273,180.0,Metteniusaceae,Calatola,Calatola costaricensis,Calatola costaricensis Standl.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19304_lg.jpg,,1970-2010,Calatola costaricensis,169.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762876415,ASU,,2009-02-11T00:00:00,2009.0,2.0,11.0,Costa Rica,-84.79843,10.28292,1100.0,Sapindaceae,Billia,Billia rosea,Billia rosea (Planch. & Linden) C. Ulloa & P. Jørg.,redone_b/c_balance_error; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP11/CSP11135_lg.jpg,,1970-2010,Billia rosea,447.0,101-500,OriginalDB,redone_b/c_balance_error; Tree; nan,"(0, 20]","(-100, -80]"
3762889567,ASU,,2010-01-10T00:00:00,2010.0,1.0,10.0,Costa Rica,-83.30777,8.40576,50.0,Bignoniaceae,Handroanthus,Handroanthus chrysanthus,Handroanthus chrysanthus (Jacq.) S.O. Grose,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16304_lg.jpg,,1970-2010,Handroanthus chrysanthus,441.0,101-500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
3762881531,ASU,,2009-10-07T00:00:00,2009.0,10.0,7.0,Peru,-71.60148,-13.1092,3093.0,Arecaceae,Geonoma,Geonoma undata,Geonoma undata Klotzsch,Miles_3; Palm,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP15/CSP15270_lg.jpg,,1970-2010,Geonoma undata,123.0,101-500,OriginalDB,Miles_3; Palm; nan,"(-20, 0]","(-80, -60]"
3762879671,ASU,,2010-08-17T00:00:00,2010.0,8.0,17.0,Ecuador,-78.62804,-0.1175,1555.0,Primulaceae,Geissanthus,Geissanthus ambigua,Geissanthus ambigua (Mart.) G. Agostini,Tree#_63; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21140_lg.jpg,,1970-2010,Geissanthus ambigua,100.0,11-100,OriginalDB,Tree#_63; Tree; nan,"(-20, 0]","(-80, -60]"
3762877675,ASU,,2010-11-16T00:00:00,2010.0,11.0,16.0,Ecuador,-78.56722,-0.12407,2385.0,Primulaceae,Geissanthus,Geissanthus ambigua,Geissanthus ambigua (Mart.) G. Agostini,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21342_lg.jpg,,1970-2010,Geissanthus ambigua,100.0,11-100,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762876673,ASU,,2010-11-15T00:00:00,2010.0,11.0,15.0,Ecuador,-78.56722,-0.12407,2385.0,Celastraceae,Haydenoxylon,Haydenoxylon gentryi,Haydenoxylon gentryi (Lundell) M.P. Simmons,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21300_lg.jpg,,1970-2010,Haydenoxylon gentryi,17.0,11-100,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874666,ASU,,2010-08-18T00:00:00,2010.0,8.0,18.0,Ecuador,-78.62804,-0.1175,1555.0,Primulaceae,Geissanthus,Geissanthus ambigua,Geissanthus ambigua (Mart.) G. Agostini,Tree#_109; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21176.jpg,,1970-2010,Geissanthus ambigua,100.0,11-100,OriginalDB,Tree#_109; Tree; nan,"(-20, 0]","(-80, -60]"
3758936561,UNEMAT,,1997-06-29T00:00:00,1997.0,6.0,29.0,Brazil,-51.783333,-12.833333,350.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Comum. Relevo plano.[HABITAT=Cerradão],,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Comum. Relevo plano.[HABITAT=Cerradão]; nan,"(-20, 0]","(-60, -40]"
3758936384,UNEMAT,,1983-10-19T00:00:00,1983.0,10.0,19.0,Brazil,-47.9,-15.583333,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Na margem da mata.[HABITAT=Mata Ciliar Seca],,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Na margem da mata.[HABITAT=Mata Ciliar Seca]; nan,"(-20, 0]","(-60, -40]"
3762891555,ASU,,2010-01-07T00:00:00,2010.0,1.0,7.0,Costa Rica,-83.33737,8.40114,50.0,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis (Meisn.) Mez,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16147_lg.jpg,,1970-2010,Ocotea insularis,180.0,101-500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
3762888381,ASU,,2009-01-30T00:00:00,2009.0,1.0,30.0,Panama,-79.97443,9.28108,135.0,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis (Meisn.) Mez,"Ft. Sherman, Panama; Tree",,,,,1970-2010,Ocotea insularis,180.0,101-500,OriginalDB,"Ft. Sherman, Panama; Tree; nan","(0, 20]","(-80, -60]"
3762887567,ASU,,2010-01-11T00:00:00,2010.0,1.0,11.0,Costa Rica,-83.33737,8.40114,50.0,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis (Meisn.) Mez,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16357_lg.jpg,,1970-2010,Ocotea insularis,180.0,101-500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
3762872542,ASU,,2010-01-07T00:00:00,2010.0,1.0,7.0,Costa Rica,-83.33737,8.40114,50.0,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis (Meisn.) Mez,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16115_lg.jpg,,1970-2010,Ocotea insularis,180.0,101-500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
1090606801,PUCRS,,1992-12-05T00:00:00,1992.0,12.0,5.0,Brazil,-53.491389,-30.5125,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,"Guaritas, rochas. Barragem e afluente do arroio João Dias, pantano, mato ciliar úmido (F:46)",,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,"Guaritas, rochas. Barragem e afluente do arroio João Dias, pantano, mato ciliar úmido (F:46); nan","(-40, -20]","(-60, -40]"
1090606794,PUCRS,,2002-12-08T00:00:00,2002.0,12.0,8.0,Brazil,-50.174444,-29.480833,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Margem do mato (F: 85),,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Margem do mato (F: 85); nan,"(-40, -20]","(-60, -40]"
1090606781,PUCRS,,1989-12-14T00:00:00,1989.0,12.0,14.0,Brazil,-56.451389,-30.387778,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Campanha (Pampa) e pastagens,,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Campanha (Pampa) e pastagens; nan,"(-40, -20]","(-60, -40]"
1090602600,PUCRS,,1999-02-20T00:00:00,1999.0,2.0,20.0,Brazil,-50.174444,-29.480833,,Euphorbiaceae,Sapium,Sapium glandulosum,Sapium glandulosum (L.) Morong,Cognição da Mata de Araucária do CPCN Pró-Mata,,,,,1970-2010,Sapium glandulosum,1391.0,>500,OriginalDB,Cognição da Mata de Araucária do CPCN Pró-Mata; nan,"(-40, -20]","(-60, -40]"
3762896363,ASU,,2008-12-10T00:00:00,2008.0,12.0,10.0,Puerto Rico,-65.8166,18.32295,389.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP09/CSP09050_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(0, 20]","(-80, -60]"
3762894823,ASU,,2013-07-03T00:00:00,2013.0,7.0,3.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,"Tree, shade",,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,"Tree, shade; nan","(-20, 0]","(-80, -60]"
3762894312,ASU,,2008-07-17T00:00:00,2008.0,7.0,17.0,Peru,-69.47162,-12.97667,220.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP01/CSP01233_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762889824,ASU,,2013-06-23T00:00:00,2013.0,6.0,23.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,"Tree, shade",,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,"Tree, shade; nan","(-20, 0]","(-80, -60]"
3762888815,ASU,,2013-06-23T00:00:00,2013.0,6.0,23.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762888387,ASU,,2009-02-05T00:00:00,2009.0,2.0,5.0,Panama,-79.85142,9.15478,189.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP10/CSP10255_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(0, 20]","(-80, -60]"
3762887822,ASU,,2013-07-03T00:00:00,2013.0,7.0,3.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,"Morales, Juan Francisco - 2594; in website: http://www.tropicos.org/; Tree",,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,"Morales, Juan Francisco - 2594; in website: http://www.tropicos.org/; Tree; nan","(-20, 0]","(-80, -60]"
3762881633,ASU,,2010-05-14T00:00:00,2010.0,5.0,14.0,Peru,-69.04777,-12.53273,180.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19365_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762879522,ASU,,2010-02-09T00:00:00,2010.0,2.0,9.0,Peru,-75.5773,-10.18729,1040.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP14/CSP14398.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762878819,ASU,,2013-07-04T00:00:00,2013.0,7.0,4.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762876819,ASU,,2013-07-04T00:00:00,2013.0,7.0,4.0,Peru,-71.53656,-13.04911,1494.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,"Tree, shade",,,,,>2011,Turpinia occidentalis,1130.0,>500,OriginalDB,"Tree, shade; nan","(-20, 0]","(-80, -60]"
3762874672,ASU,,2010-11-15T00:00:00,2010.0,11.0,15.0,Ecuador,-78.56722,-0.12407,2385.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21275_lg.jpg,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874527,ASU,,2009-10-02T00:00:00,2009.0,10.0,2.0,Peru,-71.54083,-13.04718,1618.0,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G. Don,Tree,,,,,1970-2010,Turpinia occidentalis,1130.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762896455,ASU,,2010-11-30T00:00:00,2010.0,11.0,30.0,Peru,-73.64794,-4.89783,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762893679,ASU,,2010-11-15T00:00:00,2010.0,11.0,15.0,Ecuador,-78.56722,-0.12407,2385.0,Rubiaceae,Cinchona,Cinchona pubescens,Cinchona pubescens Vahl,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21289_lg.jpg,,1970-2010,Cinchona pubescens,143.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762891665,ASU,,2010-08-12T00:00:00,2010.0,8.0,12.0,Ecuador,-78.62804,-0.1175,1555.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree#_200; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21011_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree#_200; Tree; nan,"(-20, 0]","(-80, -60]"
3762891534,ASU,,2009-10-02T00:00:00,2009.0,10.0,2.0,Peru,-71.54083,-13.04718,1618.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762890681,ASU,,2010-08-19T00:00:00,2010.0,8.0,19.0,Ecuador,-78.62804,-0.1175,1555.0,Asteraceae,Vernonanthura,Vernonanthura patens,Vernonanthura patens (Kunth) H. Rob.,Tree#_575; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21233.jpg,,1970-2010,Vernonanthura patens,1207.0,>500,OriginalDB,Tree#_575; Tree; nan,"(-20, 0]","(-80, -60]"
3762890565,ASU,,2010-01-08T00:00:00,2010.0,1.0,8.0,Costa Rica,-83.33975,8.41421,50.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16189_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
3762890464,ASU,,2010-11-29T00:00:00,2010.0,11.0,29.0,Peru,-73.64762,-4.89909,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762888524,ASU,,2009-10-02T00:00:00,2009.0,10.0,2.0,Peru,-71.54083,-13.04718,1618.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP15/CSP15010_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762887761,ASU,,2011-08-24T00:00:00,2011.0,8.0,24.0,Peru,-71.55591,-13.07042,1832.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,TU-08_1800-10; AsatAmaxRd - Yadvinder; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25297_lg.jpg,,>2011,Myrcia splendens,6407.0,>500,OriginalDB,TU-08_1800-10; AsatAmaxRd - Yadvinder; Tree; nan,"(-20, 0]","(-80, -60]"
3762887437,ASU,,2009-08-02T00:00:00,2009.0,8.0,2.0,Peru,-73.6468,-4.8991,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP12/CSP12090.jpg,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762881662,ASU,,2010-08-17T00:00:00,2010.0,8.0,17.0,Ecuador,-78.62804,-0.1175,1555.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree#_54; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21146_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree#_54; Tree; nan,"(-20, 0]","(-80, -60]"
3762879778,ASU,,2011-09-25T00:00:00,2011.0,9.0,25.0,Peru,-73.62765,-4.89905,135.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,JEN_12-184; AsatAmaxRd - Yadvinder; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25505_lg.jpg,,>2011,Brosimum utile,205.0,101-500,OriginalDB,JEN_12-184; AsatAmaxRd - Yadvinder; Tree; nan,"(-20, 0]","(-80, -60]"
3762877450,ASU,,2010-11-29T00:00:00,2010.0,11.0,29.0,Peru,-73.64638,-4.89874,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762875866,ASU,,2014-08-05T00:00:00,2014.0,8.0,5.0,Peru,-70.1028,-12.5652,260.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,,,>2011,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874636,ASU,,2010-05-17T00:00:00,2010.0,5.0,17.0,Peru,-69.04777,-12.53273,180.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19513_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3758936455,UNEMAT,,1999-08-12T00:00:00,1999.0,8.0,12.0,Brazil,-53.448889,-13.169444,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,"Casca cinza, esfoliante.[HABITAT=Borda de Floresta Ombrófila Aberta]",,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,"Casca cinza, esfoliante.[HABITAT=Borda de Floresta Ombrófila Aberta]; nan","(-20, 0]","(-60, -40]"
3758936442,UNEMAT,,1999-12-03T00:00:00,1999.0,12.0,3.0,Brazil,-55.25,-13.166667,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,[HABITAT=Borda de Floresta Ombrófila Aberta Aluvial.],,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,[HABITAT=Borda de Floresta Ombrófila Aberta Aluvial.]; nan,"(-20, 0]","(-60, -40]"
