"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"118","Alchornea triplinervia var. tomentella","1","918243","Alchornea triplinervia var. tomentella","1","variety","","","","MÃ¼ll. Arg.","Euphorbiaceae","Alchornea","Alchornea","1","triplinervia","triplinervia","1","","","","var.","tomentella","1","","","","","","http://www.tropicos.org/Name/50239971","","Y","Synonym","Alchornea triplinervia","Alchornea triplinervia","(Spreng.) MÃ¼ll. Arg.","173592","species","http://www.tropicos.org/Name/12800700","","Euphorbiaceae","1","1","tropicos","",true,122
"119","Alchornea triplinervia var. trinitatis","1","943858","Alchornea triplinervia var. trinitatis","1","variety","","","","L. Riley","Euphorbiaceae","Alchornea","Alchornea","1","triplinervia","triplinervia","1","","","","var.","trinitatis","1","","","","","","http://www.tropicos.org/Name/50266115","","Y","Synonym","Alchornea triplinervia","Alchornea triplinervia","(Spreng.) MÃ¼ll. Arg.","173592","species","http://www.tropicos.org/Name/12800700","","Euphorbiaceae","1","1","tropicos","",true,123
"120","Antidesma guatemalensis","1","745307","Antidesma guatemalensis","1","species","","","","Lundell","Phyllanthaceae","Antidesma","Antidesma","1","guatemalensis","guatemalensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50062115","","Y","Synonym","Alchornea triplinervia","Alchornea triplinervia","(Spreng.) MÃ¼ll. Arg.","173592","species","http://www.tropicos.org/Name/12800700","","Euphorbiaceae","1","1","tropicos","",true,124
"121","Antidesma triplinervium","1","175286","Antidesma triplinervium","1","species","","","","Spreng.","Phyllanthaceae","Antidesma","Antidesma","1","triplinervium","triplinervium","1","","","","","","","","","","","","http://www.tropicos.org/Name/12802446","","Y","Synonym","Alchornea triplinervia","Alchornea triplinervia","(Spreng.) MÃ¼ll. Arg.","173592","species","http://www.tropicos.org/Name/12800700","","Euphorbiaceae","1","1","tropicos","",true,125
"122","Alchornea glandulosa var. genuina","1","917930","Alchornea glandulosa var. genuina","1","variety","","","","MÃ¼ll. Arg.","Euphorbiaceae","Alchornea","Alchornea","1","glandulosa","glandulosa","1","","","","var.","genuina","1","","","","","","http://www.tropicos.org/Name/50239653","","Y","No opinion","","","","","","","","","1","1","tropicos","",true,126
"123","Alchornea glandulosa var. hispida","1","917934","Alchornea glandulosa var. hispida","1","variety","","","","Pax & K. Hoffm.","Euphorbiaceae","Alchornea","Alchornea","1","glandulosa","glandulosa","1","","","","var.","hispida","1","","","","","","http://www.tropicos.org/Name/50239657","","Y","Synonym","Alchornea glandulosa","Alchornea glandulosa","Poepp.","173581","species","http://www.tropicos.org/Name/12800689","","Euphorbiaceae","1","1","tropicos","",true,127
"124","Alchornea glandulosa var. pavoniana","1","173582","Alchornea glandulosa var. pavoniana","1","variety","","","","MÃ¼ll. Arg.","Euphorbiaceae","Alchornea","Alchornea","1","glandulosa","glandulosa","1","","","","var.","pavoniana","1","","","","","","http://www.tropicos.org/Name/12800690","","Y","Synonym","Alchornea glandulosa","Alchornea glandulosa","Poepp.","173581","species","http://www.tropicos.org/Name/12800689","","Euphorbiaceae","1","1","tropicos","",true,128
"125","Alchornea glandulosa var. pittieri","1","175360","Alchornea glandulosa var. pittieri","1","variety","","","","(Pax) Pax","Euphorbiaceae","Alchornea","Alchornea","1","glandulosa","glandulosa","1","","","","var.","pittieri","1","","","","","","http://www.tropicos.org/Name/12802522","","Y","Synonym","Alchornea glandulosa","Alchornea glandulosa","Poepp.","173581","species","http://www.tropicos.org/Name/12800689","","Euphorbiaceae","1","1","tropicos","",true,129
"126","Alchornea nemoralis var. glandulosa","1","917932","Alchornea nemoralis var. glandulosa","1","variety","","","","Baill.","Euphorbiaceae","Alchornea","Alchornea","1","nemoralis","nemoralis","1","","","","var.","glandulosa","1","","","","","","http://www.tropicos.org/Name/50239655","","Y","No opinion","","","","","","","","","1","1","tropicos","",true,130
"127","Alchornea pittieri","1","742833","Alchornea pittieri","1","species","","","","Pax","Euphorbiaceae","Alchornea","Alchornea","1","pittieri","pittieri","1","","","","","","","","","","","","http://www.tropicos.org/Name/50059606","","Y","Synonym","Alchornea glandulosa","Alchornea glandulosa","Poepp.","173581","species","http://www.tropicos.org/Name/12800689","","Euphorbiaceae","1","1","tropicos","",true,131
"128","Alchornea sodiroi","1","173591","Alchornea sodiroi","1","species","","","","Pax & K. Hoffm.","Euphorbiaceae","Alchornea","Alchornea","1","sodiroi","sodiroi","1","","","","","","","","","","","","http://www.tropicos.org/Name/12800699","","Y","Accepted","Alchornea sodiroi","Alchornea sodiroi","Pax & K. Hoffm.","173591","species","http://www.tropicos.org/Name/12800699","","Euphorbiaceae","1","1","tropicos","",true,132
"129","Alchornea subrotunda","1","917931","Alchornea subrotunda","1","species","","","","Baill.","Euphorbiaceae","Alchornea","Alchornea","1","subrotunda","subrotunda","1","","","","","","","","","","","","http://www.tropicos.org/Name/50239654","","Y","No opinion","","","","","","","","","1","1","tropicos","",true,133
"130","Alchornea umboensis","1","848232","Alchornea umboensis","1","species","","","","Croizat","Euphorbiaceae","Alchornea","Alchornea","1","umboensis","umboensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50168207","","Y","Synonym","Alchornea glandulosa","Alchornea glandulosa","Poepp.","173581","species","http://www.tropicos.org/Name/12800689","","Euphorbiaceae","1","1","tropicos","",true,134
"131","Schmidelia excelsa","1","497406","Schmidelia excelsa","1","species","","","","Triana & Planch.","Sapindaceae","Schmidelia","Schmidelia","1","excelsa","excelsa","1","","","","","","","","","","","","http://www.tropicos.org/Name/28601527","","Y","Synonym","Allophylus excelsus","Allophylus excelsus","(Triana & Planch.) Radlk.","495969","species","http://www.tropicos.org/Name/28600052","","Sapindaceae","1","1","tropicos","",true,135
"132","Allophylus leiophloeus","1","496585","Allophylus leiophloeus","1","species","","","","Radlk.","Sapindaceae","Allophylus","Allophylus","1","leiophloeus","leiophloeus","1","","","","","","","","","","","","http://www.tropicos.org/Name/28600684","","Y","Accepted","Allophylus leiophloeus","Allophylus leiophloeus","Radlk.","496585","species","http://www.tropicos.org/Name/28600684","","Sapindaceae","1","1","tropicos","",true,136
"133","Schmidelia floribunda","1","496587","Schmidelia floribunda","1","species","","","","Poepp.","Sapindaceae","Schmidelia","Schmidelia","1","floribunda","floribunda","1","","","","","","","","","","","","http://www.tropicos.org/Name/28600686","","Y","Synonym","Allophylus floribundus","Allophylus floribundus","(Poepp.) Radlk.","496586","species","http://www.tropicos.org/Name/28600685","","Sapindaceae","1","1","tropicos","",true,137
"134","Cyathea aureonitens","1","453596","Cyathea aureonitens","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","aureonitens","aureonitens","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616725","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,138
"135","Cyathea cuspidata var. rigida","1","451535","Cyathea cuspidata var. rigida","1","variety","","","","Rosenst.","Cyatheaceae","Cyathea","Cyathea","1","cuspidata","cuspidata","1","","","","var.","rigida","1","","","","","","http://www.tropicos.org/Name/26614627","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,139
"136","Cyathea erinacea","1","443663","Cyathea erinacea","1","species","","","","H. Karst.","Cyatheaceae","Cyathea","Cyathea","1","erinacea","erinacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606635","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,140
"137","Cyathea purpurascens","1","453072","Cyathea purpurascens","1","species","","","","Sodiro","Cyatheaceae","Cyathea","Cyathea","1","purpurascens","purpurascens","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616197","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,141
"138","Nephelea aureonitens","1","453597","Nephelea aureonitens","1","species","","","","(Christ) R.M. Tryon","Cyatheaceae","Nephelea","Nephelea","1","aureonitens","aureonitens","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616726","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,142
"139","Nephelea erinacea","1","443666","Nephelea erinacea","1","species","","","","(H. Karst.) R.M. Tryon","Cyatheaceae","Nephelea","Nephelea","1","erinacea","erinacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606638","","Y","Synonym","Alsophila erinacea","Alsophila erinacea","(H. Karst.) D.S. Conant","443665","species","http://www.tropicos.org/Name/26606637","","Cyatheaceae","1","1","tropicos","",true,143
"140","Alsophila costalis","1","445421","Alsophila costalis","1","species","","","","Christ","Cyatheaceae","Alsophila","Alsophila","1","costalis","costalis","1","","","","","","","","","","","","http://www.tropicos.org/Name/26608410","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,144
"141","Alsophila furcata","1","458007","Alsophila furcata","1","species","","","","Christ","Cyatheaceae","Alsophila","Alsophila","1","furcata","furcata","1","","","","","","","","","","","","http://www.tropicos.org/Name/26621312","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,145
"142","Alsophila tenerifrons","1","445423","Alsophila tenerifrons","1","species","","","","Christ","Cyatheaceae","Alsophila","Alsophila","1","tenerifrons","tenerifrons","1","","","","","","","","","","","","http://www.tropicos.org/Name/26608412","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,146
"143","Cyathea arida","1","453598","Cyathea arida","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","arida","arida","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616727","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,147
"144","Cyathea articulata","1","457807","Cyathea articulata","1","species","","","","FÃ©e","Cyatheaceae","Cyathea","Cyathea","1","articulata","articulata","1","","","","","","","","","","","","http://www.tropicos.org/Name/26621109","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,148
"147","Cyathea gemmifera","1","445426","Cyathea gemmifera","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","gemmifera","gemmifera","1","","","","","","","","","","","","http://www.tropicos.org/Name/26608415","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,149
"148","Cyathea mexicana","1","444325","Cyathea mexicana","1","species","","","","Schltdl. & Cham.","Cyatheaceae","Cyathea","Cyathea","1","mexicana","mexicana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26607302","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,150
"149","Cyathea patellaris","1","445419","Cyathea patellaris","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","patellaris","patellaris","1","","","","","","","","","","","","http://www.tropicos.org/Name/26608408","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,152
"150","Cyathea trejoi","1","457806","Cyathea trejoi","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","trejoi","trejoi","1","","","","","","","","","","","","http://www.tropicos.org/Name/26621108","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,153
"151","Hemitelia firma","1","453078","Hemitelia firma","1","species","","","","Baker","Cyatheaceae","Hemitelia","Hemitelia","1","firma","firma","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616203","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,154
"152","Nephelea mexicana","1","444324","Nephelea mexicana","1","species","","","","(Schltdl. & Cham.) R.M. Tryon","Cyatheaceae","Nephelea","Nephelea","1","mexicana","mexicana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26607301","","Y","Synonym","Alsophila firma","Alsophila firma","(Baker) D.S. Conant","445817","species","http://www.tropicos.org/Name/26608813","","Cyatheaceae","1","1","tropicos","",true,155
"153","Cyathea canescens","1","453076","Cyathea canescens","1","species","","","","Sodiro","Cyatheaceae","Cyathea","Cyathea","1","canescens","canescens","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616201","","Y","Synonym","Nephelea canescens","Nephelea canescens","(Sodiro) R.M. Tryon","453077","species","http://www.tropicos.org/Name/26616202","","Cyatheaceae","1","1","tropicos","",true,156
"154","Cyathea incana","1","443672","Cyathea incana","1","species","","","","H. Karst.","Cyatheaceae","Cyathea","Cyathea","1","incana","incana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606644","","Y","Synonym","Alsophila incana","Alsophila incana","(H. Karst.) D.S. Conant","443674","species","http://www.tropicos.org/Name/26606646","","Cyatheaceae","1","1","tropicos","",true,157
"155","Cyathea sprucei","1","453075","Cyathea sprucei","1","species","","","","Hook.","Cyatheaceae","Cyathea","Cyathea","1","sprucei","sprucei","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616200","","Y","Synonym","Cyathea poeppigii","Cyathea poeppigii","(Hook.) Domin","443651","species","http://www.tropicos.org/Name/26606623","","Cyatheaceae","1","1","tropicos","",true,158
"156","Nephelea incana","1","443675","Nephelea incana","1","species","","","","(H. Karst.) Gastony","Cyatheaceae","Nephelea","Nephelea","1","incana","incana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606647","","Y","Synonym","Alsophila incana","Alsophila incana","(H. Karst.) D.S. Conant","443674","species","http://www.tropicos.org/Name/26606646","","Cyatheaceae","1","1","tropicos","",true,159
"157","Cyathea cuspidata","1","443668","Cyathea cuspidata","1","species","","","","Kunze","Cyatheaceae","Cyathea","Cyathea","1","cuspidata","cuspidata","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606640","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,160
"158","Cyathea hassleriana","1","452411","Cyathea hassleriana","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","hassleriana","hassleriana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26615533","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,161
"159","Cyathea hassleriana var. rojasii","1","452412","Cyathea hassleriana var. rojasii","1","variety","","","","Hassl.","Cyatheaceae","Cyathea","Cyathea","1","hassleriana","hassleriana","1","","","","var.","rojasii","1","","","","","","http://www.tropicos.org/Name/26615534","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,162
"160","Cyathea oxyacantha","1","453074","Cyathea oxyacantha","1","species","","","","Sodiro","Cyatheaceae","Cyathea","Cyathea","1","oxyacantha","oxyacantha","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616199","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,163
"161","Cyathea oyapoka","1","458003","Cyathea oyapoka","1","species","","","","Jenman","Cyatheaceae","Cyathea","Cyathea","1","oyapoka","oyapoka","1","","","","","","","","","","","","http://www.tropicos.org/Name/26621308","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,164
"162","Cyathea punctifera","1","453595","Cyathea punctifera","1","species","","","","Christ","Cyatheaceae","Cyathea","Cyathea","1","punctifera","punctifera","1","","","","","","","","","","","","http://www.tropicos.org/Name/26616724","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,165
"163","Nephelea cuspidata","1","443671","Nephelea cuspidata","1","species","","","","(Kunze) R.M. Tryon","Cyatheaceae","Nephelea","Nephelea","1","cuspidata","cuspidata","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606643","","Y","Synonym","Alsophila cuspidata","Alsophila cuspidata","(Kunze) D.S. Conant","443670","species","http://www.tropicos.org/Name/26606642","","Cyatheaceae","1","1","tropicos","",true,166
"164","Raimondia deceptrix","1","746406","Raimondia deceptrix","1","species","","","","Westra","Annonaceae","Raimondia","Raimondia","1","deceptrix","deceptrix","1","","","","","","","","","","","","http://www.tropicos.org/Name/50063233","","Y","Synonym","Annona deceptrix","Annona deceptrix","(Westra) H. Rainer","892408","species","http://www.tropicos.org/Name/50213549","","Annonaceae","1","1","tropicos","",true,167
"167","Annona obtusiflora","1","15037","Annona obtusiflora","1","species","","","","Tussac","Annonaceae","Annona","Annona","1","obtusiflora","obtusiflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600787","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,168
"168","Annona obtusifolia","1","16839","Annona obtusifolia","1","species","","","","DC.","Annonaceae","Annona","Annona","1","obtusifolia","obtusifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/1602620","","Y","Synonym","Annona mucosa","Annona mucosa","Jacq.","15035","species","http://www.tropicos.org/Name/1600785","","Annonaceae","1","1","tropicos","",true,169
"171","Annona pterocarpa","1","15048","Annona pterocarpa","1","species","","","","Ruiz & Pavon ex G. Don","Annonaceae","Annona","Annona","1","pterocarpa","pterocarpa","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600799","","Y","No opinion","","","","","","","","","1","1","tropicos","",true,171
"174","Annona reticulata var. mucosa","1","15036","Annona reticulata var. mucosa","1","variety","","","","(Jacq.) Willd.","Annonaceae","Annona","Annona","1","reticulata","reticulata","1","","","","var.","mucosa","1","","","","","","http://www.tropicos.org/Name/1600786","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,172
"175","Rollinia biflora","1","15039","Rollinia biflora","1","species","","","","Ruiz & Pavon ex G. Don","Annonaceae","Rollinia","Rollinia","1","biflora","biflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600789","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,173
"176","Rollinia curvipetala","1","15044","Rollinia curvipetala","1","species","","","","R.E. Fr.","Annonaceae","Rollinia","Rollinia","1","curvipetala","curvipetala","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600795","","Y","Synonym","Annona mucosa","Annona mucosa","Jacq.","15035","species","http://www.tropicos.org/Name/1600785","","Annonaceae","1","1","tropicos","",true,174
"177","Rollinia deliciosa","1","16633","Rollinia deliciosa","1","species","","","","Saff.","Annonaceae","Rollinia","Rollinia","1","deliciosa","deliciosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/1602409","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,175
"178","Rollinia jimenezii","1","15073","Rollinia jimenezii","1","species","","","","Saff.","Annonaceae","Rollinia","Rollinia","1","jimenezii","jimenezii","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600825","","Y","Accepted","Rollinia jimenezii","Rollinia jimenezii","Saff.","15073","species","http://www.tropicos.org/Name/1600825","","Annonaceae","1","1","tropicos","",true,176
"179","Rollinia jimenezii var. nelsonii","1","16552","Rollinia jimenezii var. nelsonii","1","variety","","","","R.E. Fr.","Annonaceae","Rollinia","Rollinia","1","jimenezii","jimenezii","1","","","","var.","nelsonii","1","","","","","","http://www.tropicos.org/Name/1602328","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,177
"180","Rollinia micrantha","1","16677","Rollinia micrantha","1","species","","","","G. Don","Annonaceae","Rollinia","Rollinia","1","micrantha","micrantha","1","","","","","","","","","","","","http://www.tropicos.org/Name/1602453","","Y","Synonym","Annona parviflora","Annona parviflora","Ruiz & Pav. ex E.A. LÃ³pez","14364","species","http://www.tropicos.org/Name/1600087","","Annonaceae","1","1","tropicos","",true,178
"181","Rollinia mucosa","1","15034","Rollinia mucosa","1","species","","","","(Jacq.) Baill.","Annonaceae","Rollinia","Rollinia","1","mucosa","mucosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600784","","Y","Accepted","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,179
"182","Rollinia mucosa subsp. aequatorialis","1","15041","Rollinia mucosa subsp. aequatorialis","1","subspecies","","","","R.E. Fr.","Annonaceae","Rollinia","Rollinia","1","mucosa","mucosa","1","","","","subsp.","aequatorialis","1","","","","","","http://www.tropicos.org/Name/1600792","","Y","Synonym","Rollinia mucosa","Rollinia mucosa","(Jacq.) Baill.","15034","species","http://www.tropicos.org/Name/1600784","","Annonaceae","1","1","tropicos","",true,180
"183","Rollinia mucosa subsp. portoricensis","1","16634","Rollinia mucosa subsp. portoricensis","1","subspecies","","","","R.E. Fr.","Annonaceae","Rollinia","Rollinia","1","mucosa","mucosa","1","","","","subsp.","portoricensis","1","","","","","","http://www.tropicos.org/Name/1602410","","Y","Synonym","Annona mucosa","Annona mucosa","Jacq.","15035","species","http://www.tropicos.org/Name/1600785","","Annonaceae","1","1","tropicos","",true,181
